Country,Country Code,Year,GDP (USD),Inflation (%),Unemployment (%)
United States,USA,2008,14769862000000.0,3.839100296651,5.784
United States,USA,2009,14478067000000.0,-0.355546266299747,9.254
United States,USA,2010,15048971000000.0,1.6400434423899,9.633
United States,USA,2011,15599732000000.0,3.156841568622,8.949
United States,USA,2012,16253970000000.0,2.06933726526067,8.069
United States,USA,2013,16880683000000.0,1.46483265562717,7.375
United States,USA,2014,17608138000000.0,1.62222297740817,6.168
United States,USA,2015,18295019000000.0,0.118627135552451,5.28
United States,USA,2016,18804913000000.0,1.26158320570536,4.869
United States,USA,2017,19612102000000.0,2.13011000365961,4.355
United States,USA,2018,20656516000000.0,2.44258329692817,3.896
United States,USA,2019,21539982000000.0,1.81221007526021,3.669
United States,USA,2020,21354105000000.0,1.23358439630629,8.055
United States,USA,2021,23681171000000.0,4.69785886363742,5.349
United States,USA,2022,26006893000000.0,8.00279982052121,3.65
United States,USA,2023,27720709000000.0,4.11633838374488,3.638
